commune_id|commune_name
01176|GRAND-ABERGEMENT
01177|GRAND-CORENT
01178|GRANGES
01179|GRIEGES
01180|GRILLY
01181|GROISSIAT
01182|GROSLEE
01183|GUEREINS
01184|HAUTECOURT-ROMANECHE
01185|HAUTEVILLE-LOMPNES
01186|HOSTIAZ
01187|HAUT-VALROMEY
01188|ILLIAT
01189|INJOUX-GENISSIAT
01190|INNIMOND
01191|IZENAVE
01192|IZERNORE
01193|IZIEU
01194|JASSANS-RIOTTIER
01195|JASSERON
01196|JAYAT
01197|JOURNANS
01198|JOYEUX
01199|JUJURIEUX
01200|LABALME
01201|LACOUX
01202|LAGNIEU
01203|LAIZ
01204|LE-POIZAT-LALLEYRIAT
01205|LANCRANS
01206|LANTENAY
01207|LAPEYROUSE
01208|LAVOURS
01209|LEAZ
01210|LELEX
01211|LENT
01212|LESCHEROUX
01213|LEYMENT
01214|LEYSSARD
01215|LHOPITAL
01216|LHUIS
01217|LILIGNOD
01218|LOCHIEU
01219|LOMPNAS
01220|LOMPNES
01221|LOMPNIEU
01222|LONGECOMBE
01223|LOYES
01224|LOYETTES
01225|LURCY
01226|LUTHEZIEU
01227|MAGNIEU
01228|MAILLAT
01229|MALAFRETAZ
01230|MANTENAY-MONTLIN
01231|MANZIAT
01232|MARBOZ
01233|MARCHAMP
01234|MARIGNIEU
01235|MARLIEUX
01236|MARSONNAS
01237|MARTIGNAT
01238|MASSIEUX
01239|MASSIGNIEU-DE-RIVES
01240|MATAFELON-GRANGES
01241|MEILLONNAS
01242|MERIGNAT
01243|MESSIMY-SUR-SAONE
01244|MEXIMIEUX
01245|BOHAS-MEYRIAT-RIGNAT
01246|MEZERIAT
01247|MIJOUX
01248|MIONNAY
01249|MIRIBEL
01250|MISERIEUX
01251|MOENS
01252|MOGNENEINS
01253|MOLLON
01254|MONTAGNAT
01255|MONTAGNIEU
01256|MONTANAY
01257|MONTANGES
01258|MONTCEAUX
01259|MONTCET
01260|LE-MONTELLIER
01261|MONTHIEUX
01262|MONTLUEL
01263|MONTMERLE-SUR-SAONE
01264|MONTRACOL
01265|MONTREAL-LA-CLUSE
01266|MONTREVEL-EN-BRESSE
01267|NURIEUX-VOLOGNAT
01268|MURS-ET-GELIGNIEUX
01269|NANTUA
01270|NAPT
01271|NATTAGES
01272|NEUVILLE-LES-DAMES
01273|NEUVILLE-SUR-AIN
01274|LES-NEYROLLES
01275|NEYRON
01276|NIEVROZ
01277|NIVOLLET-MONTGRIFFON
01278|OCHIAZ
01279|ONCIEU
01280|ORDONNAZ
01281|ORNEX
01282|OUTRIAZ
01283|OYONNAX
01284|OZAN
01285|PARCIEUX
01286|PARVES-ET-NATTAGES
01287|PASSIN
01288|PERON
01289|PERONNAS
01290|PEROUGES
01291|PERREX
01292|PETIT-ABERGEMENT
01293|PEYRIAT
01294|PEYRIEU
01295|PEYZIEUX-SUR-SAONE
01296|PIRAJOUX
01297|PIZAY
01298|PLAGNE
01299|LE-PLANTAY
01300|POIZAT
01301|POLLIAT
01302|POLLIEU
01303|PONCIN
01304|PONT-D-AIN
01305|PONT-DE-VAUX
01306|PONT-DE-VEYLE
01307|PORT
01308|POUGNY
01309|POUILLAT
01310|PREMEYZEL
01311|PREMILLIEU
01312|PRESSIAT
01313|PREVESSIN-MOENS
01314|PRIAY
01315|PROULIEU
01316|PUGIEU
01317|RAMASSE
01318|RANCE
01319|RELEVANT
01320|REPLONGES
01321|REVONNAS
01322|REYRIEUX
01323|REYSSOUZE
01324|RIGNAT
01325|RIGNIEUX-LE-FRANC
01326|RILLIEUX
01327|ROMANECHE
01328|ROMANS
01329|ROSSILLON
01330|RUFFIEU
01331|SAINT-ALBAN
01332|SAINT-ANDRE-DE-BAGE
01333|SAINT-ANDRE-DE-CORCY
01334|SAINT-ANDRE-D-HUIRIAT
01335|SAINT-ANDRE-LE-BOUCHOUX
01336|SAINT-ANDRE-SUR-VIEUX-JONC
01337|SAINT-BENIGNE
01338|GROSLEE-SAINT-BENOIT
01339|SAINT-BERNARD
01340|SAINT-BOIS
01341|SAINT-CHAMP
01342|SAINTE-CROIX
01343|SAINT-CYR-SUR-MENTHON
01344|SAINT-DENIS-LES-BOURG
01345|SAINT-DENIS-EN-BUGEY
01346|SAINT-DIDIER-D-AUSSIAT
01347|SAINT-DIDIER-DE-FORMANS
01348|SAINT-DIDIER-SUR-CHALARONNE
01349|SAINT-ELOI
01350|SAINT-ETIENNE-DU-BOIS
01351|SAINT-ETIENNE-SUR-CHALARONNE
01352|SAINT-ETIENNE-SUR-REYSSOUZE
01353|SAINTE-EUPHEMIE
01354|SAINT-GENIS-POUILLY
01355|SAINT-GENIS-SUR-MENTHON
01356|SAINT-GEORGES-SUR-RENON
01357|SAINT-GERMAIN-DE-JOUX
01358|SAINT-GERMAIN-LES-PAROISSES
01359|SAINT-GERMAIN-SUR-RENON
01360|SAINT-JEAN-DE-GONVILLE
01361|SAINT-JEAN-DE-NIOST
01362|SAINT-JEAN-DE-THURIGNEUX
01363|SAINT-JEAN-LE-VIEUX
01364|SAINT-JEAN-SUR-REYSSOUZE
01365|SAINT-JEAN-SUR-VEYLE
01366|SAINTE-JULIE
01367|SAINT-JULIEN-SUR-REYSSOUZE
01368|SAINT-JULIEN-SUR-VEYLE
01369|SAINT-JUST
01370|SAINT-LAURENT-SUR-SAONE
01371|SAINT-MARCEL
01372|SAINT-MARTIN-DE-BAVEL
01373|SAINT-MARTIN-DU-FRENE
01374|SAINT-MARTIN-DU-MONT
01375|SAINT-MARTIN-LE-CHATEL
01376|SAINT-MAURICE-DE-BEYNOST
01377|SAINT-MAURICE-D'ECHAZEAUX
01378|SAINT-MAURICE-DE-GOURDANS
01379|SAINT-MAURICE-DE-REMENS
01380|SAINT-NIZIER-LE-BOUCHOUX
01381|SAINT-NIZIER-LE-DESERT
01382|SAINTE-OLIVE
01383|SAINT-PAUL-DE-VARAX
01384|SAINT-RAMBERT-EN-BUGEY
01385|SAINT-REMY
01386|SAINT-SORLIN-EN-BUGEY
01387|SAINT-SULPICE
01388|SAINT-TRIVIER-DE-COURTES
01389|SAINT-TRIVIER-SUR-MOIGNANS
01390|SAINT-VULBAS
01391|SALAVRE
01392|SAMOGNAT
01393|SANDRANS
01394|SATHONAY-CAMP
01395|SATHONAY-VILLAGE
01396|SAULT-BRENAZ
01397|SAUVERNY
01398|SAVIGNEUX
01399|SEGNY
01400|SEILLONNAZ
01401|SERGY
01402|SERMOYER
01403|SERRIERES-DE-BRIORD
01404|SERRIERES-SUR-AIN
01405|SERVAS
01406|SERVIGNAT
01407|SEYSSEL
01408|SIMANDRE-SUR-SURAN
01409|SONGIEU
01410|SONTHONNAX-LA-MONTAGNE
01411|SOUCLIN
01412|SULIGNAT
01413|SURJOUX
01414|SUTRIEU
01415|TALISSIEU
01416|TENAY
01417|THEZILLIEU
01418|THIL
01419|THOIRY
01420|THOISSEY
01421|TORCIEU
01422|TOSSIAT
01423|TOUSSIEUX
01424|TRAMOYES
01425|LA-TRANCLIERE
01426|VAL-REVERMONT
01427|TREVOUX
01428|VALEINS
01429|VANDEINS
01430|VARAMBON
01431|VAUX-EN-BUGEY
01432|VERJON
01433|VERNOUX
01434|VERSAILLEUX
01435|VERSONNEX
01436|VESANCY
01437|VESCOURS
01438|VESENEX-CRASSY
01439|VESINES
01440|VEYZIAT
01441|VIEU-D-IZENAVE
01442|VIEU
01443|VILLARS-LES-DOMBES
01444|VILLEBOIS
01445|VILLEMOTIER
01446|VILLENEUVE
01447|VILLEREVERSURE
01448|VILLES
01449|VILLETTE-SUR-AIN
01450|VILLIEU-LOYES-MOLLON
01451|VIRIAT
01452|VIRIEU-LE-GRAND
01453|VIRIEU-LE-PETIT
01454|VIRIGNIN
01455|VOLOGNAT
01456|VONGNES
01457|VONNAS
01458|VOUVRAY
01459|HAUTEVILLE-LOMPNES
02001|ABBECOURT
02002|ACHERY
02003|ACY
02004|AGNICOURT-ET-SECHELLES
02005|AGUILCOURT
02006|AISONVILLE-ET-BERNOVILLE
02007|AIZELLES
02008|AIZY-JOUY
02009|ALAINCOURT
02010|ALLEMANT
02011|AMBLENY
02012|AMBRIEF
02013|AMIFONTAINE
02014|AMIGNY-ROUY
02015|ANCIENVILLE
02016|ANDELAIN
02017|ANGUILCOURT-LE-SART
02018|ANIZY-LE-CHATEAU
02019|ANNOIS
02020|ANY-MARTIN-RIEUX
02021|ARCHON
02022|ARCY-SAINTE-RESTITUE
02023|ARMENTIERES-SUR-OURCQ
02024|ARRANCY
02025|ARTEMPS
02026|ARTONGES
02027|ASSIS-SUR-SERRE
02028|ATHIES-SOUS-LAON
02029|ATTILLY
02030|AUBENCHEUL-AUX-BOIS
02031|AUBENTON
02032|AUBIGNY-AUX-KAISNES
02033|AUBIGNY-EN-LAONNOIS
02034|AUDIGNICOURT
02035|AUDIGNY
02036|AUGY
02037|AULNOIS-SOUS-LAON
02038|LES-AUTELS
02039|AUTREMENCOURT
02040|AUTREPPES
02041|AUTREVILLE
02042|AZY-SUR-MARNE
02043|BAGNEUX
02044|BANCIGNY
02045|BARBONVAL
02046|BARENTON-BUGNY
02047|BARENTON-CEL
02048|BARENTON-SUR-SERRE
02049|BARISIS-AUX-BOIS
02050|BARZY-EN-THIERACHE
02051|BARZY-SUR-MARNE
02052|BASSOLES-AULERS
02053|VALLEES-EN-CHAMPAGNE
02054|BAZOCHES-SUR-VESLES
02055|BEAUME
02056|BEAUMONT-EN-BEINE
02057|BEAUREVOIR
02058|BEAURIEUX
02059|BEAUTOR
02060|BEAUVOIS-EN-VERMANDOIS
02061|BECQUIGNY
02062|BELLEAU
02063|BELLENGLISE
02064|BELLEU
02065|BELLICOURT
02066|BENAY
02067|BERGUES-SUR-SAMBRE
02068|BERLANCOURT
02069|BERLISE
02070|BERNOT
02071|BERNY-RIVIERE
02072|BERRIEUX
02073|BERRY-AU-BAC
02074|BERTAUCOURT-EPOURDON
02075|BERTHENICOURT
02076|BERTRICOURT
02077|BERZY-LE-SEC
02078|BESME
02079|BESMONT
02080|BESNY-ET-LOIZY
02081|BETHANCOURT-EN-VAUX
02082|BEUGNEUX
02083|BEUVARDES
02084|BEZU-LE-GUERY
02085|BEZU-SAINT-GERMAIN
02086|BICHANCOURT
02087|BIEUXY
02088|BIEVRES
02089|BILLY-SUR-AISNE
02090|BILLY-SUR-OURCQ
02091|BLANZY-LES-FISMES
02092|BLERANCOURDELLE
02093|BLERANCOURT
02094|BLESMES
02095|BOHAIN-EN-VERMANDOIS
02096|BOIS-LES-PARGNY
02097|BONCOURT
02098|BONNEIL
02099|BONNESVALYN
02100|BONY
02101|BOSMONT-SUR-SERRE
02102|BOUCONVILLE-VAUCLAIR
02103|BOUE
02104|BOUFFIGNEREUX
02105|BOURESCHES
02106|BOURG-ET-COMIN
02107|BOURGUIGNON-SOUS-COUCY
02108|BOURGUIGNON-SOUS-MONTBAVIN
02109|LA-BOUTEILLE
02110|BRAINE
02111|BRANCOURT-EN-LAONNOIS
02112|BRANCOURT-LE-GRAND
02113|BRANGES
02114|BRASLES
02115|BRAYE-EN-LAONNOIS
02116|BRAYE-EN-THIERACHE
02117|BRAY-SAINT-CHRISTOPHE
02118|BRAYE
02119|BRECY
02120|BRENELLE
02121|BRENY
02122|BRIE
02123|BRISSAY-CHOIGNY
02124|BRISSY-HAMEGICOURT
02125|BRUMETZ
02126|BRUNEHAMEL
02127|BRUYERES-SUR-FERE
02128|BRUYERES-ET-MONTBERAULT
02129|BRUYS
02130|BUCILLY
02131|BUCY-LE-LONG
02132|BUCY-LES-CERNY
02133|BUCY-LES-PIERREPONT
02134|BUIRE
02135|BUIRONFOSSE
02136|BURELLES
02137|BUSSIARES
02138|BUZANCY
02139|CAILLOUEL-CREPIGNY
02140|CAMELIN
02141|LA-CAPELLE
02142|CASTRES
02143|LE-CATELET
02144|CAULAINCOURT
02145|CAUMONT
02146|CELLES-LES-CONDE
02147|CELLE-SOUS-MONTMIRAIL
02148|CELLES-SUR-AISNE
02149|CERIZY
02150|CERNY-EN-LAONNOIS
02151|CERNY-LES-BUCY
02152|CERSEUIL
02153|CESSIERES
02154|CHACRISE
02155|CHAILLEVOIS
02156|CHALANDRY
02157|CHAMBRY
02158|CHAMOUILLE
02159|CHAMPS
02160|CHAOURSE
02161|CHAPELLE-MONTHODON
02162|LA-CHAPELLE-SUR-CHEZY
02163|CHARLY-SUR-MARNE
02164|LE-CHARMEL
02165|CHARMES
02166|CHARTEVES
02167|CHASSEMY
02168|CHATEAU-THIERRY
02169|CHATILLON-LES-SONS
02170|CHATILLON-SUR-OISE
02171|CHAUDARDES
02172|CHAUDUN
02173|CHAUNY
02174|CHAVIGNON
02175|CHAVIGNY
02176|CHAVONNE
02177|CHERET
02178|CHERMIZY-AILLES
02179|CHERY-CHARTREUVE
02180|CHERY-LES-POUILLY
02181|CHERY-LES-ROZOY
02182|CHEVENNES
02183|CHEVREGNY
02184|CHEVRESIS-MONCEAU
02185|CHEZY-EN-ORXOIS
02186|CHEZY-SUR-MARNE
02187|CHIERRY
02188|CHIGNY
02189|CHIVRES-EN-LAONNOIS
02190|CHIVRES-VAL
02191|CHIVY-LES-ETOUVELLES
02192|CHOUY
02193|CIERGES
02194|CILLY
02195|CIRY-SALSOGNE
02196|CLACY-ET-THIERRET
02197|CLAIRFONTAINE
02198|CLAMECY
02199|CLASTRES
02200|CLERMONT-LES-FERMES
02201|COEUVRES-ET-VALSERY
02202|COHAN
02203|COINCY
02204|COINGT
02205|COLLIGIS-CRANDELAIN
02206|COLONFAY
02207|COMMENCHON
02208|CONCEVREUX
02209|CONDE-EN-BRIE
02210|CONDE-SUR-AISNE
02211|CONDE-SUR-SUIPPE
02212|CONDREN
02213|CONNIGIS
02214|CONTESCOURT
02215|CORBENY
02216|CORCY
02217|COUCY-LE-CHATEAU-AUFFRIQUE
02218|COUCY-LES-EPPES
02219|COUCY-LA-VILLE
02220|COULONGES-COHAN
02221|COUPRU
02222|COURBES
02223|COURBOIN
02224|COURCELLES-SUR-VESLE
02225|COURCHAMPS
02226|COURMELLES
02227|COURMONT
02228|COURTEMONT-VARENNES
02229|COURTRIZY-ET-FUSSIGNY
02230|COUVRELLES
02231|COUVRON-ET-AUMENCOURT
02232|COYOLLES
02233|CRAMAILLE
02234|CRAONNE
02235|CRAONNELLE
02236|CRECY-AU-MONT
02237|CRECY-SUR-SERRE
02238|CREPY
02239|CREZANCY
02240|CROIX-FONSOMME
02241|LA-CROIX-SUR-OURCQ
02242|CROUTTES-SUR-MARNE
02243|CROUY
02244|CRUPILLY
02245|CUFFIES
02246|CUGNY
02247|CUGNY-LES-CROUTTES
02248|CUIRIEUX
02249|CUIRY-HOUSSE
02250|CUIRY-LES-CHAUDARDES
02251|CUIRY-LES-IVIERS
02252|CUISSY-ET-GENY
02253|CUISY-EN-ALMONT
02254|CUTRY
02255|CYS-LA-COMMUNE
02256|DAGNY-LAMBERCY
02257|DALLON
02258|DAMMARD
02259|DAMPLEUX
02260|DANIZY
02261|DERCY
02262|DEUILLET
02263|DHUIZEL
02264|DIZY-LE-GROS
02265|DOHIS
02266|DOLIGNON
02267|DOMMIERS
02268|DOMPTIN
02269|DORENGT
02270|DOUCHY
02271|DRAVEGNY
02272|DROIZY
02273|DURY
02274|EBOULEAU
02275|EFFRY
02276|ENGLANCOURT
02277|EPAGNY
02278|EPARCY
02279|EPAUX-BEZU
02280|EPIEDS
02281|EPINE-AUX-BOIS
02282|EPPES
02283|ERLON
02284|ERLOY
02285|ESCAUFOURT
02286|ESQUEHERIES
02287|ESSIGNY-LE-GRAND
02288|ESSIGNY-LE-PETIT
02289|ESSISES
02290|ESSOMES-SUR-MARNE
02291|ESTREES
02292|ETAMPES-SUR-MARNE
02293|ETAVES-ET-BOCQUIAUX
02294|ETOUVELLES
02295|ETREAUPONT
02296|ETREILLERS
02297|ETREPILLY
02298|ETREUX
02299|EVERGNICOURT
02300|FARGNIERS
02301|FAUCOUCOURT
02302|FAVEROLLES
02303|FAYET
02304|LA-FERE
02305|FERE-EN-TARDENOIS
02306|LA-FERTE-CHEVRESIS
02307|LA-FERTE-MILON
02308|FESMY-LE-SART
02309|FESTIEUX
02310|FIEULAINE
02311|FILAIN
02312|LA-FLAMENGRIE
02313|FLAVIGNY-LE-GRAND-ET-BEAURAIN
02314|FLAVIGNY-LE-PETIT
02315|FLAVY-LE-MARTEL
02316|FLEURY
02317|FLUQUIERES
02318|FOLEMBRAY
02319|FONSOMME
02320|FONTAINE-LES-CLERCS
02321|FONTAINE-LES-VERVINS
02322|FONTAINE-NOTRE-DAME
02323|FONTAINE-UTERTE
02324|FONTENELLE
02325|FONTENELLE-EN-BRIE
02326|FONTENOY
02327|FORESTE
02328|FOSSOY
02329|FOURDRAIN
02330|FRANCILLY-SELENCY
02331|FRANQUEVILLE
02332|FRESNES-EN-TARDENOIS
02333|FRESNES
02334|FRESNOY-LE-GRAND
02335|FRESSANCOURT
02336|FRIERES-FAILLOUEL
02337|FROIDESTREES
02338|FROIDMONT-COHARTILLE
02339|GANDELU
02340|GAUCHY
02341|GERCY
02342|GERGNY
02343|GERMAINE
02344|GERNICOURT
02345|GIBERCOURT
02346|GIZY
02347|GLAND
02348|GLENNES
02349|GOUDELANCOURT-LES-BERRIEUX
02350|GOUDELANCOURT-LES-PIERREPONT
02351|GOUSSANCOURT
02352|GOUY
02353|GRANDLUP-ET-FAY
02354|GRANDRIEUX
02355|GRICOURT
02356|GRISOLLES
02357|GRONARD
02358|GROUGIS
02359|GRUGIES
02360|GUIGNICOURT
02361|GUISE
02362|GUIVRY
02363|GUNY
02364|GUYENCOURT
02365|HAMEGICOURT
02366|HANNAPES
02367|HAPPENCOURT
02368|HARAMONT
02369|HARCIGNY
02370|HARGICOURT
02371|HARLY
02372|HARTENNES-ET-TAUX
02373|HARY
02374|LEHAUCOURT
02375|HAUTEVESNES
02376|HAUTEVILLE
02377|HAUTION
02378|LA-HERIE
02379|LE-HERIE-LA-VIEVILLE
02380|HINACOURT
02381|HIRSON
02382|HOLNON
02383|HOMBLIERES
02384|HOURY
02385|HOUSSET
02386|IRON
02387|ITANCOURT
02388|IVIERS
02389|JAULGONNE
02390|JEANCOURT
02391|JEANTES
02392|JONCOURT
02393|JOUAIGNES
02394|JOUY
02395|JUMENCOURT
02396|JUMIGNY
02397|JUSSY
02398|JUVIGNY
02399|JUVINCOURT-ET-DAMARY
02400|LAFFAUX
02401|LAIGNY
02402|LANCHY
02403|LANDIFAY-ET-BERTAIGNEMONT
02404|LANDOUZY-LA-COUR
02405|LANDOUZY-LA-VILLE
02406|LANDRICOURT
02407|LANISCOURT
02408|LAON
02409|LAPPION
02410|LARGNY-SUR-AUTOMNE
02411|LATILLY
02412|LAUNOY
02413|LAVAL-EN-LAONNOIS
02414|LAVAQUERESSE
02415|LAVERSINE
02416|LEME
02417|LEMPIRE
02418|LERZY
02419|LESCHELLE
02420|LESDINS
02421|LESGES
02422|LESQUIELLES-SAINT-GERMAIN
02423|LEUILLY-SOUS-COUCY
02424|LEURY
02425|LEUZE
02426|LEVERGIES
02427|LHUYS
02428|LICY-CLIGNON
02429|LIERVAL
02430|LIESSE-NOTRE-DAME
02431|LIEZ
02432|LIME
02433|LISLET
02434|LIZY
02435|LOGNY-LES-AUBENTON
02436|LOMBRAY
02437|LONGCHAMPS
02438|LONGPONT
02439|LES-SEPTVALLONS
02440|LOR
02441|LOUATRE
02442|LOUPEIGNE
02443|LUCY-LE-BOCAGE
02444|LUGNY
02445|LUZOIR
02446|LY-FONTAINE
02447|MAAST-ET-VIOLAINE
02448|MACHECOURT
02449|MACOGNY
02450|MACQUIGNY
02451|MAGNY-LA-FOSSE
02452|MAISSEMY
02453|MAIZY
02454|LA-MALMAISON
02455|MALZY
02456|MANICAMP
02457|MARCHAIS
02458|DHUYS-ET-MORIN-EN-BRIE
02459|MARCY
02460|MARCY-SOUS-MARLE
02461|MAREST-DAMPCOURT
02462|MAREUIL-EN-DOLE
02463|MARFONTAINE
02464|MARGIVAL
02465|MARIGNY-EN-ORXOIS
02466|MARIZY-SAINTE-GENEVIEVE
02467|MARIZY-SAINT-MARD
02468|MARLE
02469|MARLY-GOMONT
02470|MARTIGNY
02471|MARTIGNY-COURPIERRE
02472|MAUREGNY-EN-HAYE
02473|MAYOT
02474|MENNESSIS
02475|MENNEVILLE
02476|MENNEVRET
02477|MERCIN-ET-VAUX
02478|MERLIEUX-ET-FOUQUEROLLES
02479|MERVAL
02480|MESBRECOURT-RICHECOURT
02481|MESNIL-SAINT-LAURENT
02482|MEURIVAL
02483|MEZIERES-SUR-OISE
02484|MEZY-MOULINS
02485|MISSY-AUX-BOIS
02486|MISSY-LES-PIERREPONT
02487|MISSY-SUR-AISNE
02488|MOLAIN
02489|MOLINCHART
02490|MONAMPTEUIL
02491|MONCEAU-LE-NEUF-ET-FAUCOUZY
02492|MONCEAU-LES-LEUPS
02493|MONCEAU-LE-WAAST
02494|MONCEAU-SUR-OISE
02495|MONDREPUIS
02496|MONNES
02497|MONS-EN-LAONNOIS
02498|MONTAIGU
02499|MONTBAVIN
02500|MONTBREHAIN
02501|MONTCHALONS
02502|MONTCORNET
02503|MONT-D-ORIGNY
02504|MONTESCOURT-LIZEROLLES
02505|MONTFAUCON
02506|MONTGOBERT
02507|MONTGRU-SAINT-HILAIRE
02508|MONTHENAULT
02509|MONTHIERS
02510|MONTHUREL
02511|MONTIGNY-EN-ARROUAISE
02512|MONTIGNY-L-ALLIER
02513|MONTIGNY-LE-FRANC
02514|MONTIGNY-LENGRAIN
02515|MONTIGNY-LES-CONDE
02516|MONTIGNY-SOUS-MARLE
02517|MONTIGNY-SUR-CRECY
02518|MONTLEVON
02519|MONTLOUE
02520|MONT-NOTRE-DAME
02521|MONTREUIL-AUX-LIONS
02522|MONT-SAINT-JEAN
02523|MONT-SAINT-MARTIN
02524|MONT-SAINT-PERE
02525|MORCOURT
02526|MORGNY-EN-THIERACHE
02527|MORSAIN
02528|MORTEFONTAINE
02529|MORTIERS
02530|MOULINS
02531|MOUSSY-VERNEUIL
02532|MOY-DE-L-AISNE
02533|MURET-ET-CROUTTES
02534|MUSCOURT
02535|NAMPCELLES-LA-COUR
02536|NAMPTEUIL-SOUS-MURET
02537|NANTEUIL-LA-FOSSE
02538|NANTEUIL-NOTRE-DAME
02539|NAUROY
02540|NESLES-LA-MONTAGNE
02541|NEUFCHATEL-SUR-AISNE
02542|NEUFLIEUX
02543|NEUILLY-SAINT-FRONT
02544|NEUVE-MAISON
02545|LA-NEUVILLE-BOSMONT
02546|LA-NEUVILLE-EN-BEINE
02547|LA-NEUVILLE-HOUSSET
02548|LA-NEUVILLE-LES-DORENGT
02549|NEUVILLE-SAINT-AMAND
02550|NEUVILLE-SUR-AILETTE
02551|NEUVILLE-SUR-MARGIVAL
02552|NEUVILLETTE
02553|NIZY-LE-COMTE
02554|NOGENTEL
02555|NOGENT-L-ARTAUD
02556|NOIRCOURT
02557|NOROY-SUR-OURCQ
02558|LE-NOUVION-EN-THIERACHE
02559|NOUVION-ET-CATILLON
02560|NOUVION-LE-COMTE
02561|NOUVION-LE-VINEUX
02562|NOUVRON-VINGRE
02563|NOYALES
02564|NOYANT-ET-ACONIN
02565|OEUILLY
02566|OGNES
02567|OHIS
02568|OIGNY-EN-VALOIS
02569|OISY
02570|OLLEZY
02571|OMISSY
02572|ORAINVILLE
02573|ORGEVAL
